GeneID	EnsemblGeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
293	ENSG00000169100	SLC25A6	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6"	"2, 3, AAC3, ANT, ANT 2, ANT 3, ANT3, ANT3Y, P12236"	3	12%	"literature, yeast mito homolog+, mito protein domain+"	none
55676	ENSG00000152683	SLC30A6	"solute carrier family 30 (zinc transporter), member 6"	"MST103, MSTP103, ZNT6, Q6NXT4"	0	42%	"GFP, targetP signal, mito protein domain"	none
10463	ENSG00000014824	SLC30A9	"solute carrier family 30 (zinc transporter), member 9"	"C4orf1, GAC63, HUEL, ZNT9, Q6PML9"	18	0%	"APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"
2542	ENSG00000137700	SLC37A4	"solute carrier family 37 (glucose-6-phosphate transporter), member 4"	"G6PT1, G6PT2, G6PT3, GSD1b, GSD1c, GSD1d, TRG-19, TRG19, O43826"	6	2%	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	liver
81892	ENSG00000119705	SLIRP	SRA stem-loop interacting RNA binding protein	"C14orf156, DC50, PD04872, Q9GZT3"	21	0%	"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	all 14
10650	ENSG00000141391	SLMO1	slowmo homolog 1 (Drosophila)	"C18orf43, HFL-EDDG1, PRELID3A, Q96N28"	12	0%	"yeast mito homolog+, mito protein domain+, MS/MS"	"cerebrum, cerebellum, spinalcord"
51012	ENSG00000101166	SLMO2	slowmo homolog 2 (Drosophila)	"C20orf45, PRELID3B, dJ543J19.5, Q9Y3B1"	16	0%	"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression"	none
91689	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate-rich tail 1	"C22orf32, DDDD, EMRE, dJ186O1.1, Q9H4I9"	21	0%	"literature, targetP signal, mito protein domain+, induction, coexpression+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis"
9342	ENSG00000099940	SNAP29	"synaptosomal-associated protein, 29kDa"	"CEDNIK, SNAP-29, O95721"	-10	88%	APEX_IMS	none
27044	ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1	"TDRD11, p100, Q7KZF4"	0	28%	"GFP, yeast mito homolog, mito protein domain"	"cerebrum, cerebellum, brainstem, liver, smallintestine, placenta, testis"
6647	ENSG00000142168	SOD1	"superoxide dismutase 1, soluble"	"ALS, ALS1, HEL-S-44, IPOA, SOD, hSod1, homodimer, P00441"	5	4%	"literature, mito protein domain, induction, coexpression"	all 14
6648	ENSG00000112096	SOD2	"superoxide dismutase 2, mitochondrial"	"IPOB, MNSOD, MVCD6, P04179"	28	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	all 14
219938	ENSG00000166118	SPATA19	spermatogenesis associated 19	"CT132, SPAS1, spergen1, Q7Z5L4"	9	1%	"mito protein domain+, MS/MS++"	testis
64847	ENSG00000006282	SPATA20	spermatogenesis associated 20	"SSP411, Tisp78, Q8TB22"	-1	45%	"APEX_matrix, targetP signal"	testis
6687	ENSG00000197912	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	"CAR, CMAR, PGN, SPG5C, Q9UQ90"	19	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
6697	ENSG00000116096	SPR	"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"	"SDR38C1, P35270"	17	0%	"Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach"
283377	ENSG00000176422	SPRYD4	SPRY domain containing 4	Q8WW59	20	0%	"APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression+, MS/MS++"	all 14
9517	ENSG00000100596	SPTLC2	"serine palmitoyltransferase, long chain base subunit 2"	"HSN1C, LCB2, LCB2A, NSAN1C, SPT2, hLCB2a, O15270"	-2	52%	"GFP, Rickettsial homolog, mito protein domain"	none
58472	ENSG00000137767	SQRDL	sulfide quinone reductase-like (yeast)	"PRO1975, Q9Y6N5"	19	0%	"literature, targetP signal, yeast mito homolog++, mito protein domain, MS/MS++"	"spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
6742	ENSG00000106028	SSBP1	"single-stranded DNA binding protein 1, mitochondrial"	"Mt-SSB, SOSS-B1, SSBP, mtSSB, Q04837"	19	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	all 14
6770	ENSG00000147465	STAR	steroidogenic acute regulatory protein	"STARD1, P49675"	7	2%	"literature, targetP signal, mito protein domain, coexpression, MS/MS"	testis
56910	ENSG00000084090	STARD7	StAR-related lipid transfer (START) domain containing 7	"GTT1, Q9NQZ5"	9	1%	"APEX_IMS, targetP signal, mito protein domain, induction, coexpression+"	none
2040	ENSG00000148175	STOM	stomatin	"BND7, EPB7, EPB72, P27105"	11	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	"adipose, placenta, testis"
9399	ENSG00000067221	STOML1	stomatin (EPB72)-like 1	"SLP-1, STORP, hUNC-24, Q9UBI4"	5	4%	"targetP signal, Rickettsial homolog, mito protein domain+"	none
30968	ENSG00000165283	STOML2	stomatin (EPB72)-like 2	"SLP-2, Q9UJZ1"	20	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
55014	ENSG00000136874	STX17	syntaxin 17	P56962	-6	82%	"APEX_IMS, coexpression"	testis
8803	ENSG00000136143	SUCLA2	"succinate-CoA ligase, ADP-forming, beta subunit"	"A-BETA, MTDPS5, SCS-betaA, Q9P2R7"	34	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	all 14
8802	ENSG00000163541	SUCLG1	"succinate-CoA ligase, alpha subunit"	"GALPHA, MTDPS9, SUCLA1, P53597"	32	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
8801	ENSG00000172340	SUCLG2	"succinate-CoA ligase, GDP-forming, beta subunit"	"GBETA, Q96I99"	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
79783	ENSG00000175600	SUGCT	succinylCoA:glutarate-CoA transferase	"C7orf10, DERP13, ORF19, Q9HAC7"	7	2%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+"	
6821	ENSG00000139531	SUOX	sulfite oxidase	P51687	17	0%	"APEX_IMS, targetP signal, mito protein domain+, coexpression, MS/MS++"	"cerebrum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
6832	ENSG00000156502	SUPV3L1	"suppressor of var1, 3-like 1 (S. cerevisiae)"	"SUV3, Q8IYB8"	30	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression+, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
6834	ENSG00000148290	SURF1	surfeit 1	Q15526	29	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
55333	ENSG00000213463	SYNJ2BP	synaptojanin 2 binding protein	"ARIP2, OMP25, P57105"	4	6%	"APEX_IMS, mito protein domain, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
51204	ENSG00000136463	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	"CCDC44, Q9BSH4"	26	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, MS/MS++"	all 14
132001	ENSG00000144559	TAMM41	"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)"	"C3orf31, RAM41, TAM41, Q96BW9"	18	0%	"GFP, yeast mito homolog++, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
6897	ENSG00000113407	TARS	threonyl-tRNA synthetase	"ThrRS, P26639"	6	3%	"Rickettsial homolog, mito protein domain, coexpression"	smallintestine
80222	ENSG00000143374	TARS2	"threonyl-tRNA synthetase 2, mitochondrial (putative)"	"TARSL1, thrRS, Q9BW92"	14	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
9238	ENSG00000136270	TBRG4	transforming growth factor beta regulator 4	"CPR2, FASTKD4, Q969Z0"	14	0%	"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++"	all 14
285343	ENSG00000179152	TCAIM	"T cell activation inhibitor, mitochondrial"	"C3orf23, TOAG-1, TOAG1, Q8N3R3"	12	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression++"	none
84260	ENSG00000139437	TCHP	"trichoplein, keratin filament binding"	"TpMs, Q9BT92"	-3	63%	literature	"spinalcord, largeintestine, stomach"
10312	ENSG00000110719	TCIRG1	"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3"	"ATP6N1C, ATP6V0A3, Atp6i, OC-116kDa, OC116, OPTB1, RP11-802E16.3, Stv1, TIRC7, Vph1, a3, Q13488"	-5	72%	"GFP, MS/MS"	"liver, largeintestine, stomach, placenta"
11022	ENSG00000182134	TDRKH	tudor and KH domain containing	"TDRD2, Q9Y2W6"	0	39%	"GFP, mito protein domain, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, testis"
79736	ENSG00000172171	TEFM	"transcription elongation factor, mitochondrial"	"C17orf42, Q96QE5"	15	0%	"APEX_matrix, targetP signal, induction, coexpression++, MS/MS"	"liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
7019	ENSG00000108064	TFAM	"transcription factor A, mitochondrial"	"MTTF1, MTTFA, TCF6, TCF6L1, TCF6L2, TCF6L3, Q00059"	14	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, MS/MS++"	all 14
51106	ENSG00000029639	TFB1M	"transcription factor B1, mitochondrial"	"CGI75, RP11-477D19.2, mtTFB, mtTFB1, Q8WVM0"	6	3%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+"	"brainstem, largeintestine, placenta, testis"
64216	ENSG00000162851	TFB2M	"transcription factor B2, mitochondrial"	"Hkp1, mtTFB2, Q9H5Q4"	3	10%	"literature, APEX_matrix, targetP signal+, mito protein domain"	placenta
117145	ENSG00000159445	THEM4	thioesterase superfamily member 4	"CTMP, Q5T1C6"	19	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, induction, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"
54974	ENSG00000113272	THG1L	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	"ICF45, IHG-1, Q9NWX6"	-4	70%	"literature, targetP signal, coexpression"	none
79896	ENSG00000185875	THNSL1	threonine synthase-like 1 (S. cerevisiae)	"TSH1, Q8IYQ7"	6	2%	"APEX_matrix, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis"
26519	ENSG00000134809	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	"TIM10, TIM10A, P62072"	34	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
26515	ENSG00000132286	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)	"FXC1, TIM10B, Tim9b, Q9Y5J6"	16	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, largeintestine, stomach, placenta, testis"
26517	ENSG00000099800	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	"TIM13, TIM13B, TIMM13A, TIMM13B, ppv1, Q9Y5L4"	29	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS++"	all 14
10440	ENSG00000134375	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	"TIM17, TIM17A, Q99595"	23	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS+"	all 14
10245	ENSG00000126768	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	"DXS9822, TIM17B, O60830"	19	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression, MS/MS+"	all 14
29090	ENSG00000075336	TIMM21	translocase of inner mitochondrial membrane 21 homolog (yeast)	"C18orf55, TIM21, Q9BVV7"	21	0%	"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
29928	ENSG00000177370	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	"TEX4, TIM22, Q9Y584"	22	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	all 14
100287932	ENSG00000138297	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	"TIM23, O14925"	18	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	all 14
10469	ENSG00000104980	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	"TIM44, O43615"	28	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
92609	ENSG00000105197	TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	"TIM50, TIM50L, Q3ZCQ8"	26	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain, coexpression++, MS/MS++"	all 14
1678	ENSG00000126953	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	"DDP, DDP1, DFN1, MTS, TIM8, O60220"	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	all 14
26521	ENSG00000150779	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	"DDP2, TIM8B, Q9Y5J9"	27	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
26520	ENSG00000100575	TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	"TIM9, TIM9A, Q9Y5J7"	30	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS++"	all 14
51300	ENSG00000113845	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	"C3orf1, Q9NPL8"	9	1%	"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
7084	ENSG00000166548	TK2	"thymidine kinase 2, mitochondrial"	"MTDPS2, MTTK, O00142"	5	5%	"literature, targetP signal, mito protein domain, MS/MS"	"cerebrum, cerebellum, brainstem, adipose"
7086	ENSG00000163931	TKT	transketolase	"HEL107, TK, TKT1, P29401"	9	1%	"Rickettsial homolog, mito protein domain+, induction"	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, stomach, placenta, testis"
51643	ENSG00000155957	TMBIM4	transmembrane BAX inhibitor motif containing 4	"GAAP, LFG4, S1R, ZPRO, Q9HC24"	5	5%	"Rickettsial homolog, mito protein domain, induction, coexpression"	none
8834	ENSG00000178307	TMEM11	transmembrane protein 11	"C17orf35, PM1, PMI, P17152"	15	0%	"GFP, targetP signal, mito protein domain+, induction, coexpression, MS/MS"	all 14
84233	ENSG00000171202	TMEM126A	transmembrane protein 126A	"OPA7, Q9H061"	24	0%	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
55863	ENSG00000171204	TMEM126B	transmembrane protein 126B	Q8IUX1	7	2%	"targetP signal, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
55260	ENSG00000161558	TMEM143	transmembrane protein 143	Q96AN5	9	1%	"targetP signal, coexpression+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta"
51522	ENSG00000111843	TMEM14C	transmembrane protein 14C	"C6orf53, MSTP073, NET26, bA421M1.6, Q9P0S9"	17	0%	"literature, mito protein domain+, induction, coexpression, MS/MS+"	all 14
80775	ENSG00000144120	TMEM177	transmembrane protein 177	Q53S58	6	2%	"targetP signal, coexpression, MS/MS"	"cerebrum, adipose, stomach, placenta, testis"
25880	ENSG00000184857	TMEM186	transmembrane protein 186	"C16orf51, Q96B77"	5	4%	"targetP signal, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
374882	ENSG00000105518	TMEM205	transmembrane protein 205	"UNQ501, Q6UW68"	8	2%	"yeast mito homolog, mito protein domain+, coexpression"	"liver, adipose"
157378	ENSG00000164983	TMEM65	transmembrane protein 65	Q6PI78	14	0%	"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
54968	ENSG00000175606	TMEM70	transmembrane protein 70	"MC5DN2, Q9BUB7"	17	0%	"literature, APEX_matrix, mito protein domain+, coexpression++, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
55217	ENSG00000185973	TMLHE	"trimethyllysine hydroxylase, epsilon"	"AUTSX6, BBOX2, TMLD, TMLH, TMLHED, XAP130, Q9NVH6"	2	16%	"literature, APEX_matrix, mito protein domain, MS/MS"	"kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis"
9804	ENSG00000173726	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	"MAS20, MOM19, TOM20, Q15388"	2	16%	"literature, yeast mito homolog+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
56993	ENSG00000100216	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	"1C9-2, MST065, MSTP065, TOM22, Q9NS69"	22	0%	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	all 14
10953	ENSG00000025772	TOMM34	translocase of outer mitochondrial membrane 34	"HTOM34P, TOM34, URCC3, Q15785"	-3	62%	"literature, mito protein domain"	testis
